Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
94335,Segnalazioni,Degrado urbano,Cantieri stradali,
94336,Segnalazioni,Degrado urbano,Cantieri stradali,
94337,Segnalazioni,Animali,Roditori,Presenze
94339,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
94341,Segnalazioni,,,Danneggiati/manomessi
94342,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
94343,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
94346,Segnalazioni,Degrado urbano,Edifici pubblici,Abbandonati
94348,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
94350,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Imbrattati/sporchi
94351,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
94352,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94353,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Muffe e degrado
94354,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94355,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94356,Segnalazioni,Degrado urbano,Piazze/strade,Non/mal segnalate
94358,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
94359,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94362,Segnalazioni,,,
94363,Segnalazioni,,,
94364,Segnalazioni,Degrado urbano,Piazze/strade,Imbrattate
94365,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
94366,Segnalazioni,,,
94368,Segnalazioni,,,
94371,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
94372,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
94373,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94379,Segnalazioni,,,
94380,Segnalazioni,,,
94381,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Problemi igienico sanitari
94382,Segnalazioni,Degrado urbano,Piazze/strade,Non/mal segnalate
94383,Segnalazioni,Degrado urbano,Cantieri edili,Inquinanti/rumorosi
94384,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
94389,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
94391,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
94394,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
94395,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
94397,Segnalazioni,Degrado sociale,Conflitti,Fra giovani
94399,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
94402,Segnalazioni,Arredo urbano,Bacheche,Danneggiate/incuria
94405,Segnalazioni,,,
94406,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94408,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
94409,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
94410,Segnalazioni,Verde privato,Alberi/rami,Danneggiati/ammalati
94411,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
94412,Segnalazioni,Verde privato,Siepi,Invadenti
94414,Segnalazioni,Degrado urbano,Cantieri edili,
94415,Segnalazioni,Animali,Roditori,Presenze
94416,Segnalazioni,Verde privato,Alberi/rami,Invadenti
94418,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94419,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94421,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
94422,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
94423,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
94424,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94425,Segnalazioni,,,
94426,Segnalazioni,Verde privato,Alberi/rami,Invadenti
94432,Segnalazioni,Degrado urbano,Edifici privati,Abbandonati
94433,Segnalazioni,Animali,Uccelli,Presenze
94435,Segnalazioni,,,
94436,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
94437,Segnalazioni,Arredo urbano,Monumenti/lapidi,Danneggiati/imbrattati
94438,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94439,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
94440,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94441,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94442,Segnalazioni,,,
94443,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94447,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94449,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
94450,Segnalazioni,Animali,Roditori,Presenze
94453,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94454,Segnalazioni,Degrado ambientale,Inquinamento acustico,Cantieri e attivitÃ  estrattive
94455,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94457,Segnalazioni,Degrado urbano,Piazze/strade,
94458,Segnalazioni,Microcriminalità,Spaccio,
94459,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
94461,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
94464,Segnalazioni,Arredo urbano,Pensiline autobus,Danneggiate/imbrattate
94465,Segnalazioni,Animali,Insetti,Zanzara tigre
94466,Segnalazioni,Animali,Roditori,Presenze
94467,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
94469,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
94470,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
94477,Segnalazioni,Servizi comunali,Altri servizi,
94481,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
94482,Segnalazioni,Degrado urbano,Edifici pubblici,
94483,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da piccioni
94486,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
94487,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Carenti
94488,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
94489,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94491,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
94493,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
94495,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
94498,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94503,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94504,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94513,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94515,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
94517,Segnalazioni,,,
94519,Segnalazioni,Arredo urbano,Cartelli toponomastici,Segue numerazione
94520,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
94522,Segnalazioni,,,
94523,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94529,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
94531,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
94532,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94534,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
94536,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
94541,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94545,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
94546,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
94547,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
94549,Segnalazioni,Verde privato,Alberi/rami,Invadenti
94550,Segnalazioni,Animali,Uccelli,Presenze
94551,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94552,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
94554,Segnalazioni,,,
94557,Segnalazioni,,,
94558,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
94559,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Carenti
94562,Segnalazioni,Attività produttive,Pubblici esercizi,
94563,Segnalazioni,Arredo urbano,Monumenti/lapidi,Danneggiati/imbrattati
94564,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
94565,Segnalazioni,,,
94568,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
94571,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94572,Segnalazioni,Microcriminalità,Vandalismi,
94577,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94578,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94582,Segnalazioni,,,
94583,Segnalazioni,Servizi comunali,Altri servizi,
94585,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Non/mal segnalati
94587,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94591,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
94593,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94599,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94600,Segnalazioni,Arredo urbano,Giochi bimbi,
94602,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94603,Segnalazioni,Animali,Uccelli,Presenze
94606,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
94607,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94609,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94612,Segnalazioni,Animali,Uccelli,Presenze
94613,Segnalazioni,,,
94614,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
94615,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
94617,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
94619,Segnalazioni,Verde privato,Alberi/rami,Invadenti
94620,Segnalazioni,Arredo urbano,,
94622,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
94624,Segnalazioni,Viabilità e traffico,Circolazione,
94625,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,
94626,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
94627,Segnalazioni,,,
94628,Segnalazioni,Arredo urbano,Bagni pubblici,
94629,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Zona traffico limitato
94630,Segnalazioni,Animali,Cani,Maltrattati
94633,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94634,Segnalazioni,,,
94636,Segnalazioni,,,
94637,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94638,Segnalazioni,Degrado urbano,Cantieri edili,
94640,Segnalazioni,Degrado urbano,Piste ciclabili,Imbrattate/sporche
94642,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
94643,Segnalazioni,,,
94644,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
94645,Segnalazioni,Animali,Uccelli,In pericolo
94646,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
94648,Segnalazioni,Degrado urbano,Cantieri edili,Non/mal segnalati
94651,Segnalazioni,Animali,Cani,Presenze
94652,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
94654,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
94658,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94659,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94660,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
94662,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
94665,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94666,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94667,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94668,Segnalazioni,Degrado ambientale,Rifiuti/rottami,
94669,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94670,Segnalazioni,Degrado ambientale,Inquinamento acustico,Rumore da sorgenti fisse
94672,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94673,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
94674,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94680,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94681,Richieste di informazioni,,,
94683,Segnalazioni,Microcriminalità,Occupazioni abusive,
94684,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94686,Segnalazioni,Segnalazioni,,
94687,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94688,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
94689,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94690,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94691,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94692,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94693,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94694,Segnalazioni,Degrado ambientale,Scarichi idrici,Perdite
94695,Segnalazioni,Degrado sociale,Segnalazioni,
94696,Segnalazioni,Microcriminalità,Occupazioni abusive,Terreni pubblici
94697,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
94699,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
94700,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
94701,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
94702,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
94703,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
94704,Segnalazioni,Animali,Roditori,Presenze
94705,Segnalazioni,Verde pubblico,Vegetazione spontanea,
94707,Segnalazioni,Degrado urbano,Piste ciclabili,
94708,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
94709,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
94712,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
94713,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
94714,Segnalazioni,,,
94716,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
94720,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
94722,Segnalazioni,,,
94724,Segnalazioni,Animali,Roditori,Presenze
94725,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
94726,Segnalazioni,Viabilità e traffico,Passi carrai,Carenti
94728,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
94729,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
94730,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
94732,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
94737,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
94738,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
94739,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
94740,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
94742,Segnalazioni,Degrado urbano,Cantieri edili,
94744,Segnalazioni,Animali,Roditori,Presenze
94745,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
