Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
88190,Segnalazioni,Degrado urbano,Piste ciclabili,Carenti
88192,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
88194,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
88197,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88210,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
88214,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88223,Segnalazioni,Animali,Roditori,Presenze
88224,Segnalazioni,Microcriminalità,Spaccio,
88235,Segnalazioni,Degrado urbano,Edifici privati,Imbrattati
88247,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88249,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88250,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88254,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
88258,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88259,Segnalazioni,Degrado urbano,Edifici privati,Abusivi
88260,Segnalazioni,Degrado urbano,Piste ciclabili,Non/mal segnalate
88264,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
88265,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
88266,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88267,Segnalazioni,Attività produttive,Pubblici esercizi,Problemi igienico sanitari
88268,Segnalazioni,Attività produttive,Pubblici esercizi,Problemi igienico sanitari
88274,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88276,Richieste di informazioni,,,
88280,Segnalazioni,Degrado urbano,Edifici pubblici,Imbrattati
88281,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88288,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da piccioni
88291,Segnalazioni,,,
88293,Segnalazioni,Viabilità e traffico,,
88295,Segnalazioni,Servizi comunali,Altri servizi,
88300,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
88302,Segnalazioni,Degrado urbano,Cantieri edili,Non/mal segnalati
88314,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88322,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88325,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88334,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88341,Segnalazioni,Attività produttive,Pubblici esercizi,RumorositÃ 
88342,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
88353,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88354,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Richiesta rimozione
88360,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88361,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
88369,Segnalazioni,,,
88373,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88375,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
88376,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88388,Segnalazioni,,,
88391,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88395,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88396,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88400,Richieste di informazioni,,,
88405,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88408,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
88421,Segnalazioni,Animali,Uccelli,Presenze
88428,Segnalazioni,Servizi comunali,,
88431,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88437,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88443,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
88445,Suggerimenti,,,
88448,Segnalazioni,Degrado urbano,Piazze/strade,Imbrattate
88450,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
88453,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
88454,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
88459,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88460,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88462,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88475,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
88478,Segnalazioni,Arredo urbano,Impianti sportivi,Danneggiati/incuria
88479,Segnalazioni,Degrado sociale,Segnalazioni,Prostituzione
88483,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88484,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88499,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
88503,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88509,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
88516,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88518,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88536,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
88539,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88543,Segnalazioni,Degrado urbano,Cantieri stradali,
88545,Segnalazioni,Degrado sociale,Segnalazioni,Mendicanti
88546,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88549,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
88552,Segnalazioni,Degrado sociale,Segnalazioni,Senza fissa dimora
88554,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88555,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88560,Segnalazioni,Degrado urbano,Piste ciclabili,Dissestate
88564,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88566,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88567,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88568,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
88573,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
88580,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88590,Segnalazioni,Servizi comunali,,
88594,Segnalazioni,Attività produttive,Circoli privati,Ordine pubblico
88595,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88596,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88600,Segnalazioni,Animali,Cani,Presenze
88602,Segnalazioni,Degrado urbano,Cantieri stradali,Abbandonati
88609,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88625,Segnalazioni,Microcriminalità,Vandalismi,
88633,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88635,Segnalazioni,Degrado ambientale,Scarichi idrici,Maleodoranti
88637,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88638,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88639,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
88640,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88642,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
88643,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88645,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
88650,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
88651,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88655,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
88658,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88663,Segnalazioni,Degrado urbano,Piste ciclabili,Non/mal segnalate
88667,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88671,Segnalazioni,Degrado urbano,Edifici privati,Danneggiati
88678,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88685,Segnalazioni,,,
88703,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88704,Segnalazioni,Degrado urbano,Cantieri edili,Abbandonati
88706,Segnalazioni,Degrado urbano,Cantieri stradali,Non/mal segnalati
88707,Segnalazioni,Verde pubblico,Siepi/aiuole,Carenti
88708,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88709,Segnalazioni,Degrado urbano,Cantieri stradali,Non/mal segnalati
88713,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
88715,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
88734,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88737,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
88748,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
88752,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88755,Segnalazioni,Arredo urbano,Bagni pubblici,Sporchi
88757,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88758,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,
88759,Segnalazioni,Degrado urbano,Cantieri edili,Abbandonati
88766,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88789,Richieste di informazioni,,,
88796,Segnalazioni,Verde privato,Alberi/rami,
88807,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88815,Segnalazioni,,,
88820,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88835,Segnalazioni,Verde pubblico,Siepi/aiuole,Incuria
88843,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,
88855,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
88863,Segnalazioni,Animali,Roditori,Presenze
88865,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
88873,Segnalazioni,Degrado urbano,,
88878,Richieste di informazioni,,,
88890,Richieste di informazioni,,,
88892,Richieste di informazioni,,,
88895,Segnalazioni,Animali,Cani,
88901,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88912,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
88915,Segnalazioni,Degrado urbano,Piazze/strade,
88917,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
88930,Segnalazioni,Animali,Cani,Presenze
88934,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
88936,Segnalazioni,Arredo urbano,Monumenti/lapidi,Danneggiati/imbrattati
88945,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
88946,Segnalazioni,Animali,Insetti,Zanzara tigre
88952,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
88953,Segnalazioni,Animali,Altri animali,Presenze
88954,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
88956,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88959,Richieste di informazioni,,,
88960,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88962,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88966,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88967,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88970,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88971,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
88972,Segnalazioni,Attività produttive,Pubblici esercizi,RumorositÃ 
88975,Segnalazioni,Animali,Uccelli,Presenze
88980,Segnalazioni,Arredo urbano,Impianti sportivi,Danneggiati/incuria
88982,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
88987,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
88988,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
88994,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88995,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88999,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
89007,Segnalazioni,Animali,Uccelli,Presenze
89011,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
89012,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89017,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89019,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
89022,Segnalazioni,Attività produttive,AttivitÃ  commerciali,RumorositÃ 
89023,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89024,Segnalazioni,Animali,Cani,Presenze
89025,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89027,Segnalazioni,Arredo urbano,Recinzioni in muratura,Danneggiate/incuria
89028,Segnalazioni,Verde pubblico,Siepi/aiuole,Incuria
89030,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89031,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89034,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89035,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89039,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89041,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89042,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
89043,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89044,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
89049,Richieste di informazioni,,,
89050,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89051,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
89052,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
89054,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
89055,Segnalazioni,Verde pubblico,Alberi/rami,Carenti
89062,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89066,Richieste di informazioni,,,
89069,Segnalazioni,Degrado urbano,Cantieri edili,Abbandonati
89072,Segnalazioni,Viabilità e traffico,Passi carrai,Carenti
89074,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89079,Segnalazioni,Animali,Cani,Presenze
89080,Segnalazioni,Arredo urbano,Contenitori rifiuti,
89081,Segnalazioni,Verde pubblico,Siepi/aiuole,Incuria
89082,Segnalazioni,Verde privato,,
89084,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89092,Segnalazioni,Microcriminalità,Comportamenti sanzionabili,
89094,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89102,Segnalazioni,Animali,Uccelli,Presenze
89104,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89105,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89108,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89109,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89124,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89125,Segnalazioni,Degrado sociale,Segnalazioni,
89126,Segnalazioni,Attività produttive,Pubblici esercizi,Inquinamento atmosferico
89130,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89132,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89140,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
89143,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Emissioni da impianti termici/condizionatori
89146,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
89147,Segnalazioni,Degrado urbano,Edifici pubblici,
89148,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89151,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89152,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
89154,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89159,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89160,Segnalazioni,Animali,Insetti,Zanzara tigre
89166,Segnalazioni,Degrado urbano,Piazze/strade,
89169,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89175,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
89181,Segnalazioni,Servizi comunali,Altri servizi,
89182,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89187,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89193,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89197,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89199,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89200,Segnalazioni,Animali,Cani,
89202,Segnalazioni,Arredo urbano,Panchine,Carenti
89204,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89205,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Emissioni da impianti termici/condizionatori
89206,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89207,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89211,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
89212,Richieste di informazioni,,,
89237,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,
89239,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
89252,Segnalazioni,Degrado ambientale,Scarichi idrici,
89256,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89259,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89263,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89267,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
89269,Segnalazioni,Degrado ambientale,Inquinamento acustico,Rumore da sorgenti fisse
89283,Segnalazioni,Degrado sociale,Segnalazioni,Donne in difficoltÃ 
89284,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
89286,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
89287,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89289,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
89290,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
89291,Segnalazioni,Animali,Cani,Presenze
89297,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89300,Segnalazioni,Animali,Roditori,Presenze
89301,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
89302,Segnalazioni,Verde privato,Alberi/rami,Mancato reimpianto
89307,Segnalazioni,Viabilità e traffico,Trasporto Pubblico,
89322,Suggerimenti,,,
89324,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
89325,Segnalazioni,Servizi comunali,Altri servizi,
89331,Richieste di informazioni,,,
89333,Segnalazioni,Servizi comunali,Riscossione tributi,
89334,Segnalazioni,,,
89335,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89340,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89341,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89342,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
89343,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
89351,Segnalazioni,,,
89354,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89355,Segnalazioni,Animali,Roditori,Presenze
89359,Segnalazioni,Servizi comunali,Servizi online,
89369,Segnalazioni,Servizi comunali,,
89371,Segnalazioni,Servizi comunali,,
89372,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89375,Segnalazioni,Arredo urbano,Panchine,Carenti
89387,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89393,Segnalazioni,Verde pubblico,Aree sgambatura cani,Incuria
89397,Segnalazioni,Verde pubblico,,
89398,Segnalazioni,Verde privato,Alberi/rami,
89409,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89438,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89441,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89443,Segnalazioni,,,
89448,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89452,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89454,Segnalazioni,Arredo urbano,Cartelli toponomastici,
89455,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89456,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89457,Segnalazioni,Degrado urbano,Edifici pubblici,Imbrattati
89459,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89461,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89465,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89471,Segnalazioni,Animali,Roditori,Presenze
89472,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89473,Segnalazioni,Verde pubblico,Alberi/rami,Carenti
89474,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Carenti
89480,Segnalazioni,Degrado urbano,Edifici privati,Danneggiati
89483,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89484,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89485,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89487,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
89492,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89504,Segnalazioni,,,
89513,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89533,Segnalazioni,Verde privato,Alberi/rami,Invadenti
89549,Segnalazioni,Verde privato,Alberi/rami,Invadenti
89555,Segnalazioni,Animali,Roditori,Presenze
89566,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89584,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
89589,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89590,Segnalazioni,Degrado ambientale,Inquinamento acustico,Piazze/strade
89591,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89592,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89593,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Deiezioni cani
89598,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
89600,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
89601,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89602,Segnalazioni,Degrado urbano,Cantieri edili,Non/mal segnalati
89606,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89608,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,
89615,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89617,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",
89623,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89624,Segnalazioni,,,
89626,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89635,Segnalazioni,Degrado sociale,Segnalazioni,
89636,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89637,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89640,Segnalazioni,Microcriminalità,Comportamenti sanzionabili,Accattonaggio molesto
89644,Segnalazioni,Degrado sociale,Segnalazioni,Tossicodipendenti
89649,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89659,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
89668,Segnalazioni,Attività produttive,Circoli privati,Disturbo alla quiete pubblica per assembramento esterno
89676,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
89681,Segnalazioni,Animali,Roditori,Esche ratticide
89683,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
89684,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89687,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89695,Segnalazioni,Degrado urbano,Edifici privati,
89702,Segnalazioni,Degrado urbano,Cantieri edili,Inquinanti/rumorosi
89704,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
89711,Segnalazioni,Verde privato,Aree verdi,Incuria
89715,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89721,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89722,Segnalazioni,Degrado urbano,Cantieri stradali,Non/mal segnalati
89731,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da piccioni
89741,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
89744,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
89753,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89757,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Violazione regolamento orari
89758,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
